TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,CustomerAge_bin,TransactionAmount_bin,Target
61.37,1,8,1,75.0,2,164.0,1.0,4294.44,2,0,1
103.08,0,25,1,49.0,1,150.0,1.0,9251.38,0,0,0
1.2100000000000002,1,1,1,55.0,2,196.0,1.0,7542.739999999999,0,0,1
425.18,0,7,2,26.0,1,172.0,1.0,9880.71,1,0,1
60.96,1,7,0,52.0,2,238.0,1.0,6189.24,0,0,1
64.21,1,29,0,51.0,0,37.0,1.0,12540.18,0,0,0
523.02,1,17,2,53.0,2,83.0,1.0,4586.11,0,0,2
50.26,1,19,1,65.0,2,164.0,1.0,1519.38,2,0,2
110.08,1,11,1,19.0,3,95.0,1.0,1447.26,1,0,1
54.47,0,30,1,23.0,3,34.0,1.0,1131.42,1,0,0
79.76,1,18,2,68.0,0,115.0,1.0,10278.75,2,0,2
16.79,0,11,2,30.0,0,146.0,1.0,535.15,1,0,1
68.62,1,29,1,29.0,0,157.0,1.0,13891.47,1,0,0
643.38,0,11,2,18.0,3,105.0,1.0,1046.74,3,1,1
328.34,0,36,2,42.0,1,30.999999999999996,1.0,2840.45,0,0,3
72.68,1,39,2,69.0,2,44.0,1.0,6216.77,2,0,3
354.76,1,11,1,51.0,0,279.0,1.0,10141.92,0,0,1
793.88,0,20,0,22.0,3,252.0,1.0,1404.06,1,1,2
29.22,1,11,0,27.0,1,69.00000000000001,1.0,7795.79,1,0,1
653.97,1,24,3,37.0,1,100.00000000000001,1.0,3886.65,0,1,0
366.43,0,32,2,21.0,3,91.99999999999999,1.0,1560.45,1,0,0
233.74,1,4,2,72.0,2,142.0,1.0,4749.54,2,0,1
471.84,1,33,0,18.0,3,138.0,1.0,1044.33,3,0,0
213.4,0,13,1,73.0,2,100.00000000000001,1.0,2012.24,2,0,2
254.20999999999998,1,31,0,48.0,1,45.99999999999999,1.0,2487.2,0,0,0
577.73,1,38,0,37.0,0,63.0,1.0,14977.99,0,1,3
170.26,1,6,0,27.0,3,265.0,1.0,1969.48,1,0,1
330.61,0,26,1,64.0,2,113.0,1.0,2525.25,2,0,0
132.33,0,31,0,35.0,1,47.0,1.0,7457.94,1,0,0
74.04,1,22,2,18.0,3,66.0,1.0,1690.23,3,0,2
197.18,1,40,2,28.0,1,135.0,1.0,3114.92,1,0,3
21.15,1,8,1,70.0,2,180.0,1.0,3466.74,2,0,1
697.82,1,27,2,44.0,1,153.0,1.0,6824.0,0,1,0
148.0,1,40,1,20.0,3,35.0,1.0,1488.65,1,0,3
22.26,1,35,1,19.0,3,56.0,1.0,5583.88,1,0,3
0.86,1,7,0,25.0,3,139.0,1.0,1357.22,1,0,1
757.1,1,1,1,65.0,0,203.0,1.0,10553.23,2,1,1
38.81,0,41,2,25.0,3,145.0,1.0,1619.6,1,0,3
32.46,1,5,2,31.0,0,10.0,1.0,8656.18,1,0,1
20.64,1,5,1,22.0,3,59.00000000000001,1.0,949.38,1,0,1
662.11,1,1,1,23.0,3,219.0,1.0,1996.38,1,1,1
288.77,1,20,3,55.0,1,110.0,1.0,8836.51,0,0,2
35.05,1,4,1,30.0,0,105.0,1.0,14330.47,1,0,1
214.73,0,20,0,46.0,0,26.0,1.0,5368.42,0,0,2
25.38,1,21,1,57.0,1,66.0,1.0,8616.05,2,0,2
617.66,1,22,0,41.0,1,40.0,1.0,5906.58,0,1,2
446.39,1,15,0,63.0,2,77.0,1.0,7863.6,2,0,2
377.92,1,33,1,33.0,1,204.0,1.0,2254.71,1,0,0
11.04,1,31,2,30.0,1,43.0,1.0,6983.04,1,0,0
275.46,1,13,0,36.0,0,67.0,1.0,9697.75,1,0,2
179.76,1,30,2,78.0,2,81.0,1.0,5909.52,2,0,0
32.34,1,18,1,44.0,0,45.0,1.0,7847.619999999999,0,0,2
273.92,1,32,1,79.0,2,109.0,1.0,4543.56,2,0,0
375.45,1,13,1,19.0,3,32.0,1.0,1307.23,1,0,2
388.98,1,14,0,23.0,3,155.0,1.0,1819.91,1,0,2
492.84,1,16,0,25.0,3,37.99999999999999,1.0,577.67,1,0,2
148.85,1,23,0,57.0,0,25.000000000000004,1.0,7802.360000000001,2,0,0
391.66,1,43,1,50.0,1,103.0,1.0,2406.31,0,0,3
185.99,0,14,1,41.0,1,53.00000000000001,1.0,402.45,0,0,2
322.48,1,17,0,27.0,3,57.0,1.0,1238.43,1,0,2
20.27,1,24,1,18.0,3,22.0,1.0,796.3499999999999,3,0,0
199.02,1,15,0,61.0,2,269.0,1.0,4658.89,2,0,2
104.23,0,21,2,63.0,2,107.99999999999999,1.0,5009.29,2,0,2
55.86,1,39,2,39.0,1,68.00000000000001,1.0,5346.46,0,0,3
10.77,2,16,0,31.0,0,178.0,1.0,10704.95,1,0,2
95.55,1,21,1,33.0,1,51.00000000000001,1.0,2434.74,1,0,2
477.07,1,8,2,27.0,1,278.0,1.0,6568.07,1,0,1
9.1,0,43,2,52.0,2,63.0,1.0,2791.45,0,0,3
21.41,1,21,2,57.0,0,99.0,1.0,658.91,2,0,2
278.28,1,17,1,28.0,3,26.0,1.0,1346.88,1,0,2
388.1,0,20,2,73.0,2,40.0,1.0,3022.12,2,0,2
215.39,1,11,0,27.0,3,215.99999999999997,1.0,1582.55,1,0,1
194.37,1,25,0,66.0,0,161.0,1.0,14395.88,2,0,0
37.7,1,24,0,20.0,3,109.0,1.0,1741.1,1,0,0
19.59,1,5,1,64.0,2,122.0,1.0,1061.69,2,0,1
81.35,1,15,2,41.0,1,103.0,1.0,7192.45,0,0,2
314.54,0,41,1,58.0,1,228.0,1.0,9923.45,2,0,3
466.64,1,19,0,58.0,0,11.0,1.0,10915.11,2,0,2
397.01,1,20,0,22.0,3,100.00000000000001,1.0,719.52,1,0,2
472.48,1,27,1,55.0,1,87.0,1.0,7128.82,0,0,0
67.15,1,16,2,59.0,0,14.0,1.0,9028.49,2,0,2
102.67,1,0,1,79.0,2,119.0,1.0,4656.94,2,0,1
453.49,1,39,1,66.0,0,147.0,1.0,6366.43,2,0,3
267.17,1,39,0,26.0,3,170.0,1.0,1382.62,1,0,3
111.26,1,4,0,66.0,0,43.0,1.0,14350.11,2,0,1
121.17000000000002,1,31,0,68.0,0,158.0,1.0,12990.77,2,0,0
213.28,1,23,1,51.0,2,94.0,1.0,4835.91,0,0,0
187.88,1,26,0,60.0,1,180.0,1.0,2154.58,2,0,0
471.88,0,38,2,34.0,0,141.0,1.0,14833.34,1,0,3
83.79,1,26,0,57.0,1,47.0,1.0,5061.3,2,0,0
212.14,1,2,1,72.0,2,105.0,1.0,7225.06,2,0,1
99.16,1,37,2,79.0,2,202.0,1.0,2607.58,2,0,3
839.33,0,21,1,60.0,0,86.0,1.0,11538.97,2,1,2
4.24,1,36,2,38.0,1,37.99999999999999,1.0,7822.729999999999,0,0,3
50.29,0,33,2,58.0,0,64.0,1.0,7604.9,2,0,0
135.85,1,14,2,57.0,2,269.0,1.0,1480.39,2,0,2
368.53,1,33,1,68.0,0,34.0,1.0,13696.31,2,0,0
17.95,0,34,1,64.0,0,135.0,1.0,12344.9,2,0,3
127.8,0,41,1,31.0,1,47.0,1.0,8630.99,1,0,3
16.73,1,15,2,45.0,1,48.0,1.0,2202.62,0,0,2
317.12,1,13,1,44.0,0,80.0,1.0,14409.74,0,0,2
476.63,1,5,0,79.0,2,115.0,1.0,4894.25,2,0,1
156.58,1,32,1,24.0,3,160.0,1.0,8981.61,1,0,0
55.12,0,15,2,34.0,1,261.0,1.0,3791.99,1,0,2
15.74,1,10,1,27.0,3,37.99999999999999,1.0,690.16,1,0,1
353.68,1,19,3,70.0,2,145.0,1.0,6777.12,2,0,2
297.15,1,31,2,76.0,2,178.0,1.0,5449.37,2,0,0
647.85,1,29,1,36.0,0,121.0,1.0,13779.97,1,1,0
75.04,1,12,0,49.0,1,178.0,1.0,9648.6,0,0,2
273.92,1,41,2,28.0,3,35.0,1.0,1029.15,1,0,3
215.8,0,17,1,51.0,2,66.0,1.0,3656.62,0,0,2
420.6,1,21,1,26.0,3,55.0,1.0,1778.75,1,0,2
688.36,0,22,1,23.0,3,22.0,1.0,5191.13,1,1,2
285.18,0,34,1,55.0,0,150.0,1.0,14847.97,0,0,3
213.55,1,4,0,63.0,0,15.0,1.0,5238.37,2,0,1
463.11,0,19,1,51.0,0,159.0,1.0,10238.82,0,0,2
150.03,1,8,0,73.0,4,176.0,1.0,7491.42,2,0,1
309.56,1,5,2,58.0,0,147.0,1.0,972.04,2,0,1
377.08,0,23,1,26.0,3,71.0,1.0,6430.86,1,0,0
77.25,1,41,1,68.0,0,157.0,1.0,14077.97,2,0,3
146.92,1,32,0,64.0,2,272.0,1.0,3990.6,2,0,0
126.6,1,35,1,22.0,3,146.0,1.0,961.6499999999999,1,0,3
101.34,1,4,0,24.0,3,45.99999999999999,1.0,703.2599999999999,1,0,1
184.97,1,10,1,58.0,0,268.0,1.0,1156.67,2,0,1
451.15,1,7,0,46.0,1,175.0,1.0,1356.47,0,0,1
516.47,0,5,0,25.0,3,94.0,1.0,1305.06,1,0,1
880.04,1,34,0,25.0,3,29.000000000000004,1.0,261.97,1,1,3
66.69,0,35,1,25.0,3,140.0,1.0,1210.33,1,0,3
95.75,1,20,1,31.0,1,169.0,1.0,337.62,1,0,2
98.03,1,12,1,54.0,1,165.0,1.0,6323.45,0,0,2
617.66,1,4,0,42.0,1,128.0,1.0,7155.95,0,1,1
888.57,1,35,2,62.0,2,102.0,1.0,7896.14,2,1,3
107.48,1,29,1,22.0,3,129.0,1.0,591.2299999999999,1,0,0
36.57,1,29,0,62.0,2,69.00000000000001,1.0,2583.07,2,0,0
575.62,1,28,2,43.0,0,129.0,1.0,234.40999999999997,0,0,0
84.89,1,38,0,37.0,1,70.0,1.0,4735.61,0,0,3
7.759999999999999,0,19,2,52.0,2,84.00000000000001,1.0,7393.11,0,0,2
109.3,1,13,1,56.0,0,26.999999999999996,1.0,13510.11,2,0,2
230.08,1,2,2,79.0,2,123.99999999999999,1.0,4466.1,2,0,1
361.92,1,11,0,54.0,2,111.0,1.0,7474.31,0,0,1
122.44999999999999,1,27,1,46.0,0,98.0,1.0,7255.49,0,0,0
642.53,1,23,0,65.0,0,128.0,1.0,11417.91,2,1,0
62.86000000000001,1,15,1,25.0,3,30.999999999999996,1.0,1040.43,1,0,2
175.21,0,23,0,69.0,0,69.00000000000001,1.0,6039.04,2,0,0
168.0,0,40,1,32.0,1,11.0,1.0,3498.58,1,0,3
11.46,1,6,2,67.0,2,73.0,1.0,6628.75,2,0,1
382.07,0,29,1,62.0,0,147.0,1.0,10156.09,2,0,0
65.32,1,23,0,28.0,3,53.99999999999999,1.0,9165.02,1,0,0
730.1,0,6,1,77.0,2,93.0,1.0,6384.05,2,1,1
85.31,1,18,0,62.0,2,26.999999999999996,1.0,6095.65,2,0,2
726.61,1,31,0,18.0,3,277.0,1.0,1008.76,3,1,0
130.4,1,33,1,45.0,1,63.0,1.0,4381.24,0,0,0
68.1,1,25,0,20.0,3,47.0,1.0,1382.8,1,0,0
65.26,1,34,1,26.0,3,72.0,1.0,7380.63,1,0,3
191.62,1,17,1,63.0,0,51.00000000000001,1.0,1981.6700000000003,2,0,2
212.88,1,14,2,39.0,0,122.0,1.0,7036.72,0,0,2
88.38,1,41,0,30.0,1,138.0,1.0,3707.82,1,0,3
48.77,2,2,2,42.0,1,51.00000000000001,1.0,2040.1600000000003,0,0,1
390.09,1,12,2,26.0,1,49.0,1.0,2617.23,1,0,2
48.29,1,36,2,37.0,1,242.0,1.0,8883.4,0,0,3
333.83,1,14,0,63.0,2,135.0,1.0,1660.66,2,0,2
100.27,1,24,2,79.0,2,51.00000000000001,1.0,4309.9,2,0,0
44.54,1,35,0,31.0,1,164.0,1.0,362.4,1,0,3
82.17,1,13,1,28.0,3,21.000000000000004,1.0,1913.06,1,0,2
447.42,1,5,2,32.0,1,65.0,1.0,6133.22,1,0,1
590.26,0,2,1,25.0,3,48.0,1.0,1068.28,1,1,1
192.73,1,25,1,71.0,2,157.0,1.0,2037.7499999999998,2,0,0
146.01,1,37,2,26.0,3,269.0,1.0,221.79,1,0,3
11.57,0,27,1,56.0,2,64.0,1.0,2061.61,2,0,0
7.820000000000001,1,4,0,36.0,1,273.0,1.0,2240.49,1,0,1
79.43,1,9,0,74.0,2,72.0,1.0,6579.37,2,0,1
386.97,1,33,1,58.0,2,137.0,1.0,1876.35,2,0,0
51.22,1,14,1,23.0,3,82.0,1.0,1664.59,1,0,2
256.05,1,26,0,54.0,2,35.0,1.0,6910.18,0,0,0
7.79,1,20,1,34.0,0,298.0,1.0,1319.85,1,0,2
233.71,1,21,1,63.0,0,11.0,1.0,6095.5,2,0,2
176.37,1,4,1,55.0,2,126.0,1.0,2420.86,0,0,1
122.62999999999998,1,25,1,21.0,3,153.0,1.0,359.06,1,0,0
86.41,1,14,0,75.0,2,125.0,1.0,3128.71,2,0,2
21.57,1,37,0,54.0,2,71.0,1.0,7587.48,0,0,3
82.67,1,25,1,26.0,3,45.99999999999999,1.0,290.59,1,0,0
299.42,0,38,1,63.0,2,53.00000000000001,1.0,4735.41,2,0,3
543.47,1,20,0,18.0,3,122.0,1.0,6165.03,3,0,2
346.76,0,38,1,21.0,3,116.00000000000001,1.0,1637.75,1,0,3
47.48,1,12,1,24.0,3,66.0,1.0,585.5199999999999,1,0,2
64.92,1,1,1,58.0,1,236.0,1.0,5481.76,2,0,1
350.72,0,14,0,28.0,3,48.0,1.0,1982.8999999999999,1,0,2
3.8000000000000003,1,5,2,65.0,0,174.0,1.0,5766.96,2,0,1
22.54,1,12,2,26.0,1,42.00000000000001,1.0,7139.11,1,0,2
767.14,0,23,1,62.0,2,37.99999999999999,1.0,4732.57,2,1,0
167.47,1,34,0,35.0,1,103.0,1.0,2293.13,1,0,3
43.65,0,5,1,30.0,1,212.0,1.0,2870.67,1,0,1
391.08,1,14,2,56.0,4,105.0,1.0,6885.16,2,0,2
390.77,1,32,2,44.0,0,34.0,1.0,5500.56,0,0,0
508.15999999999997,1,23,0,39.0,1,131.0,1.0,5609.44,0,0,0
36.76,2,30,2,65.0,2,107.99999999999999,1.0,1228.93,2,0,0
332.33,1,18,0,27.0,3,101.0,1.0,192.63,1,0,2
362.09,1,27,1,32.0,1,30.999999999999996,1.0,6590.28,1,0,0
42.58,1,38,2,30.0,0,80.0,1.0,13485.0,1,0,3
122.35,2,1,1,53.0,2,188.0,1.0,6472.5,0,0,1
248.65999999999997,1,6,2,28.0,1,113.0,1.0,2571.39,1,0,1
461.25,0,34,2,54.0,0,171.0,1.0,676.0999999999999,0,0,3
61.77000000000001,1,5,1,56.0,0,49.0,1.0,12352.2,2,0,1
268.92,1,6,1,29.0,1,148.0,1.0,8765.38,1,0,1
219.02,0,36,2,54.0,1,68.00000000000001,1.0,7375.73,0,0,3
125.14,1,3,1,20.0,3,30.999999999999996,1.0,1845.18,1,0,1
47.6,1,2,2,53.0,1,115.0,1.0,1382.51,0,0,1
592.82,1,22,2,74.0,2,247.99999999999997,1.0,7508.98,2,1,2
372.5,1,26,0,22.0,3,211.0,1.0,3901.82,1,0,0
4.72,1,13,1,32.0,1,20.0,1.0,4792.01,1,0,2
144.93,1,14,1,42.0,1,74.0,1.0,6887.52,0,0,2
316.56,1,10,2,28.0,1,261.0,1.0,8643.51,1,0,1
9.18,1,37,2,22.0,4,140.0,1.0,887.3199999999999,1,0,3
421.25,1,13,2,25.0,3,66.0,1.0,7174.69,1,0,2
185.71,1,41,1,48.0,1,194.0,1.0,2679.91,0,0,3
26.27,0,32,2,45.0,1,177.0,1.0,8853.93,0,0,0
297.03,1,2,2,61.0,2,151.0,1.0,1088.62,2,0,1
99.52,1,36,0,52.0,1,127.0,1.0,3798.0900000000006,0,0,3
881.1,1,31,1,28.0,4,16.0,1.0,9951.68,1,1,0
139.69,1,16,2,52.0,1,180.0,1.0,9567.94,0,0,2
112.72,1,42,1,31.0,0,17.0,1.0,9630.0,1,0,3
568.88,1,26,1,19.0,3,105.0,1.0,1307.86,1,0,0
189.03,1,28,0,28.0,3,50.00000000000001,1.0,1916.46,1,0,0
189.08,1,24,1,68.0,0,238.0,1.0,10790.8,2,0,0
409.59,2,0,2,35.0,0,50.00000000000001,1.0,14563.02,1,0,1
283.15,1,3,2,24.0,3,180.0,1.0,603.79,1,0,1
151.82,1,6,0,51.0,2,105.0,1.0,2197.12,0,0,1
438.59,1,38,2,37.0,1,103.0,1.0,8994.39,0,0,3
590.57,1,25,0,79.0,4,93.0,1.0,3224.6,2,1,0
63.74,1,6,2,63.0,2,30.999999999999996,1.0,4336.4,2,0,1
77.02,0,24,2,59.0,4,132.0,1.0,800.8299999999999,2,0,0
501.15,1,31,1,47.0,1,208.0,1.0,8821.84,0,0,0
8.95,1,28,2,76.0,2,102.0,1.0,3299.84,2,0,0
173.6,1,2,2,21.0,3,160.0,1.0,421.44,1,0,1
149.4,1,6,0,53.0,2,123.0,1.0,1035.22,0,0,1
388.21,0,8,1,53.0,0,237.0,1.0,9724.49,0,0,1
126.04,0,5,1,65.0,2,167.0,1.0,6041.69,2,0,1
52.04,0,7,1,50.0,0,30.999999999999996,1.0,8436.12,0,0,1
389.7,0,2,1,62.0,0,215.99999999999997,1.0,7125.15,2,0,1
309.77,0,35,2,67.0,2,137.0,1.0,4378.14,2,0,3
724.18,1,13,1,41.0,0,134.0,1.0,10922.78,0,1,2
124.98,1,42,0,24.0,3,78.0,1.0,641.9999999999999,1,0,3
487.32,1,18,1,52.0,0,164.0,1.0,7707.959999999999,0,0,2
635.91,0,17,1,46.0,0,78.0,1.0,13267.09,0,1,2
205.65,1,15,1,62.0,2,144.0,1.0,3582.16,2,0,2
39.41,1,21,1,25.0,3,132.0,1.0,921.91,1,0,2
254.00000000000003,1,26,1,35.0,0,63.0,1.0,5788.53,1,0,0
436.8,1,15,1,36.0,1,213.0,1.0,4515.43,1,0,2
224.73,1,24,1,76.0,2,63.0,1.0,7551.890000000001,2,0,0
752.69,0,9,0,65.0,0,115.0,1.0,14489.69,2,1,1
78.5,0,38,1,31.0,0,41.0,1.0,13991.5,1,0,3
50.0,0,17,0,53.0,0,87.0,1.0,185.87,0,0,2
132.42,1,10,0,18.0,3,164.0,1.0,726.3899999999999,3,0,1
83.16,1,20,0,61.0,2,177.0,1.0,3065.87,2,0,2
149.02,0,13,1,46.0,1,176.0,1.0,9379.72,0,0,2
74.27,0,22,2,59.0,0,148.0,1.0,13696.61,2,0,2
876.57,0,32,0,62.0,2,118.0,1.0,3743.6300000000006,2,1,0
615.58,1,17,0,42.0,0,133.0,1.0,14343.0,0,1,2
643.03,0,17,2,36.0,1,52.00000000000001,1.0,2882.16,1,1,2
7.950000000000001,1,31,0,79.0,2,65.0,1.0,5631.2,2,0,0
270.92,0,21,1,77.0,2,143.0,1.0,4574.43,2,0,2
499.47999999999996,1,5,0,24.0,3,133.0,1.0,1242.62,1,0,1
841.5,0,1,1,25.0,3,287.0,1.0,352.31,1,1,1
138.82,1,13,2,77.0,2,53.00000000000001,1.0,3100.22,2,0,2
231.46,0,24,1,60.0,1,83.0,1.0,4707.24,2,0,0
292.08,1,8,0,72.0,2,32.0,1.0,7950.48,2,0,1
63.98,1,3,2,54.0,0,258.0,1.0,7954.12,0,0,1
235.21,1,4,1,67.0,0,74.0,1.0,5946.61,2,0,1
201.73,1,3,2,57.0,1,78.0,1.0,6650.71,2,0,1
161.31,1,26,0,28.0,3,13.0,1.0,1268.67,1,0,0
18.41,1,1,1,53.0,0,168.00000000000003,1.0,8287.54,0,0,1
471.75,0,38,1,34.0,0,41.0,1.0,12948.5,1,0,3
290.02,1,25,1,55.0,1,246.0,1.0,4746.71,0,0,0
48.05,1,27,1,27.0,1,37.99999999999999,1.0,5334.97,1,0,0
359.42,1,3,1,55.0,0,30.0,1.0,1765.45,0,0,1
32.91,1,13,2,19.0,3,255.0,1.0,427.3,1,0,2
3.8000000000000003,2,10,1,67.0,2,140.0,1.0,6285.39,2,0,1
31.81,1,13,2,51.0,2,149.0,1.0,1406.6,0,0,2
220.2,1,4,2,28.0,3,102.0,1.0,1075.15,1,0,1
476.03,0,15,1,77.0,2,99.0,1.0,5958.34,2,0,2
141.91,1,24,1,23.0,3,49.0,1.0,791.9699999999999,1,0,0
95.83,1,42,2,27.0,3,91.0,1.0,1726.4,1,0,3
51.15,0,20,1,46.0,1,199.0,1.0,8992.25,0,0,2
50.75,1,4,0,62.0,0,185.0,1.0,8271.47,2,0,1
185.07,1,7,1,22.0,3,159.0,1.0,636.42,1,0,1
293.54,1,34,2,40.0,1,45.0,1.0,2290.1,0,0,3
285.26,1,1,0,28.0,3,93.0,1.0,167.72,1,0,1
129.48,1,39,0,31.0,1,179.0,1.0,7581.7,1,0,3
743.03,1,27,0,50.0,1,174.0,1.0,4111.38,0,1,0
297.86,0,25,0,28.0,3,96.0,1.0,1680.14,1,0,0
231.92,1,16,0,66.0,0,12.0,1.0,5715.08,2,0,2
295.82,0,6,1,47.0,1,45.99999999999999,1.0,5897.73,0,0,1
302.86,2,20,2,55.0,0,275.0,1.0,5239.24,0,0,2
81.08,1,29,0,58.0,1,56.0,1.0,7788.910000000001,2,0,0
775.6,0,23,1,79.0,2,158.0,1.0,3898.6400000000003,2,1,0
211.91,1,16,2,20.0,3,181.0,1.0,927.4699999999999,1,0,2
17.21,1,29,2,23.0,3,219.0,1.0,914.16,1,0,0
124.22,1,5,0,23.0,3,172.0,1.0,9695.04,1,0,1
38.37,1,35,0,63.0,0,135.0,1.0,8647.04,2,0,3
269.79,1,38,0,52.0,1,17.0,1.0,1292.1,0,0,3
605.42,1,23,0,21.0,3,33.0,1.0,392.34,1,1,0
29.19,0,26,1,58.0,0,41.0,1.0,12059.85,2,0,0
701.7,0,39,2,61.0,2,64.0,1.0,6643.24,2,1,3
862.34,1,18,1,57.0,0,72.0,1.0,9903.48,2,1,2
410.97,1,20,3,22.0,3,45.0,1.0,151.42,1,0,2
36.97,1,41,1,41.0,1,79.0,1.0,2850.92,0,0,3
137.59,1,26,0,30.0,0,95.0,1.0,10679.67,1,0,0
168.11,0,27,2,51.0,0,12.0,1.0,10652.13,0,0,0
430.98,1,3,1,24.0,3,93.0,1.0,569.25,1,0,1
13.87,1,31,1,24.0,3,20.0,1.0,954.83,1,0,0
302.82,1,17,0,36.0,1,175.0,1.0,9384.54,1,0,2
406.81,1,27,2,66.0,2,84.00000000000001,1.0,1968.3600000000001,2,0,0
256.3,1,27,2,53.0,2,172.0,1.0,4203.05,0,0,0
80.96,0,17,2,19.0,3,97.0,1.0,959.9399999999999,1,0,2
95.78,1,1,2,22.0,3,26.999999999999996,1.0,271.64,1,0,1
379.54,0,16,1,41.0,0,118.0,1.0,12571.76,0,0,2
903.19,1,12,2,22.0,3,65.0,1.0,8627.08,1,1,2
847.45,1,17,1,28.0,3,175.0,1.0,422.32,1,1,2
295.18,0,9,1,66.0,0,30.999999999999996,1.0,12961.53,2,0,1
18.46,1,5,1,68.0,2,213.0,1.0,6381.6,2,0,1
603.23,1,11,1,28.0,3,48.0,1.0,117.98000000000002,1,1,1
54.5,0,30,1,57.0,2,147.0,1.0,1715.22,2,0,0
414.77,1,37,2,29.0,0,274.0,1.0,5599.81,1,0,3
886.19,1,7,1,61.0,2,69.00000000000001,1.0,7904.240000000001,2,1,1
440.03,1,38,2,49.0,1,88.0,1.0,1490.44,0,0,3
76.39,1,10,1,18.0,3,219.0,1.0,5976.0,3,0,1
595.91,0,35,0,19.0,3,162.0,1.0,1673.76,1,1,3
6.03,1,6,1,76.0,2,70.0,1.0,3290.72,2,0,1
249.34,1,5,0,26.0,1,197.0,1.0,3030.97,1,0,1
421.52,1,38,1,20.0,3,67.0,1.0,369.86,1,0,3
189.77,1,33,1,58.0,1,24.0,1.0,6570.36,2,0,0
73.19,1,1,1,76.0,2,213.0,1.0,2264.98,2,0,1
188.13,0,17,2,75.0,2,198.0,1.0,5029.87,2,0,2
30.52,1,17,1,62.0,0,122.0,1.0,12327.74,2,0,2
170.24,1,37,1,62.0,2,133.0,1.0,5172.99,2,0,3
56.62,1,2,1,54.0,0,121.0,1.0,8981.1,0,0,1
53.14,1,19,0,34.0,0,70.0,1.0,7914.999999999999,1,0,2
587.23,1,29,2,27.0,3,144.0,1.0,500.84,1,1,0
21.27,0,16,2,62.0,2,114.0,1.0,7392.79,2,0,2
76.02,0,0,2,34.0,0,189.0,1.0,14765.41,1,0,1
155.51,1,33,0,68.0,0,15.0,1.0,5360.19,2,0,0
135.15,1,7,2,72.0,2,50.00000000000001,1.0,5878.14,2,0,1
39.48,1,29,0,56.0,2,37.99999999999999,1.0,5889.51,2,0,0
451.68,1,15,2,33.0,1,15.0,1.0,4381.54,1,0,2
355.0,0,13,2,26.0,3,33.0,1.0,185.47,1,0,2
427.69,1,33,0,43.0,1,236.0,1.0,2443.54,0,0,0
254.86,1,4,1,23.0,3,102.0,1.0,699.8999999999999,1,0,1
19.48,1,9,0,27.0,1,114.0,1.0,4739.59,1,0,1
190.17,1,3,0,49.0,0,265.0,1.0,12893.85,0,0,1
206.63,0,28,2,59.0,2,128.0,1.0,7626.53,2,0,0
93.22,1,5,2,52.0,2,52.00000000000001,1.0,1014.6300000000001,0,0,1
547.98,1,28,0,28.0,3,171.0,1.0,1358.54,1,0,0
641.06,1,7,0,23.0,3,25.000000000000004,1.0,1602.13,1,1,1
836.45,1,41,2,61.0,2,63.0,1.0,1731.89,2,1,3
189.45,0,4,1,53.0,0,61.99999999999999,1.0,12578.75,0,0,1
91.84,0,23,1,67.0,2,80.0,1.0,1712.41,2,0,0
609.52,1,42,0,78.0,2,169.0,1.0,3485.03,2,1,3
859.3,0,7,1,78.0,2,68.00000000000001,1.0,1146.78,2,1,1
100.01,1,30,0,50.0,0,63.0,1.0,6393.12,0,0,0
28.78,0,40,2,40.0,0,51.00000000000001,1.0,680.5499999999998,0,0,3
111.08,1,6,2,70.0,0,83.0,1.0,7037.34,2,0,1
52.23,0,37,1,28.0,3,96.0,1.0,105.01,1,0,3
78.62,1,28,1,32.0,0,52.00000000000001,1.0,1360.85,1,0,0
47.79,1,10,1,25.0,3,37.0,1.0,1649.92,1,0,1
333.97,1,14,1,52.0,0,45.0,1.0,5237.36,0,0,2
30.87,1,14,0,33.0,0,295.0,1.0,14348.65,1,0,2
710.43,1,36,2,67.0,2,115.0,1.0,5625.55,2,1,3
220.23,1,25,0,41.0,1,48.0,1.0,3438.02,0,0,0
27.28,1,1,0,29.0,0,96.0,1.0,10668.24,1,0,1
101.52,1,40,0,49.0,1,98.0,1.0,2018.9000000000003,0,0,3
162.65,1,27,0,59.0,1,147.0,1.0,9500.95,2,0,0
10.52,1,18,0,55.0,2,30.0,1.0,2472.99,0,0,2
270.72,1,20,1,38.0,0,37.0,1.0,6522.47,0,0,2
247.58,1,35,0,39.0,1,151.99999999999997,1.0,778.74,0,0,3
359.65,0,17,2,25.0,3,289.0,1.0,219.53,1,0,2
109.91,1,39,1,38.0,0,90.0,1.0,12896.06,0,0,3
215.72,0,8,1,30.0,1,137.0,1.0,8697.11,1,0,1
490.76,1,8,2,66.0,2,156.0,1.0,6414.11,2,0,1
224.28,1,6,2,64.0,2,68.00000000000001,1.0,5767.51,2,0,1
608.79,1,13,2,55.0,1,157.0,1.0,2991.17,0,1,2
840.16,0,7,1,20.0,3,68.00000000000001,1.0,1236.76,1,1,1
203.34,1,31,0,60.0,0,66.0,1.0,13586.99,2,0,0
90.88,1,7,0,26.0,1,284.0,1.0,7117.35,1,0,1
60.11,0,0,1,61.0,2,122.0,1.0,7235.87,2,0,1
393.92,1,22,1,72.0,2,47.0,1.0,7318.64,2,0,2
